,episode,v_x,v_y,v_speed,w_x,w_y,w_speed
112,2,-142.44432067871094,-6.675364017486572,2.850430965423584,-109.92438507080078,-15.34154987335205,0.0
113,2,-142.068359375,-6.6783671379089355,3.1047937870025635,-109.92438507080078,-15.34154987335205,0.0
114,2,-141.65956115722656,-6.681633949279785,3.370375633239746,-109.92438507080078,-15.34154987335205,0.0
115,2,-141.216552734375,-6.685185432434082,3.6467604637145996,-109.92438507080078,-15.34154987335205,0.0
116,2,-140.73841857910156,-6.689002513885498,3.9264981746673584,-109.92438507080078,-15.34154987335205,0.0
117,2,-140.254638671875,-6.692892074584961,4.188676357269287,-109.92438507080078,-15.34154987335205,0.0
118,2,-139.73988342285156,-6.69700813293457,4.447432518005371,-109.92438507080078,-15.34154987335205,0.0
119,2,-139.19456481933594,-6.701374530792236,4.702360153198242,-109.92438507080078,-15.34154987335205,0.0
120,2,-138.5145721435547,-6.706836223602295,4.9972662925720215,-109.92438507080078,-15.34154987335205,0.0
121,2,-137.8307342529297,-6.712312698364258,5.260037422180176,-109.92438507080078,-15.34154987335205,0.0
122,2,-137.11058044433594,-6.718099117279053,5.55599308013916,-109.92438507080078,-15.34154987335205,0.0
123,2,-136.31417846679688,-6.724476337432861,5.83317756652832,-109.92438507080078,-15.34154987335205,0.0
124,2,-135.48434448242188,-6.731142044067383,5.954436302185059,-109.92438507080078,-15.34154987335205,0.0
125,2,-134.60728454589844,-6.738179683685303,6.717835426330566,-109.92438507080078,-15.34154987335205,0.0
126,2,-133.61094665527344,-6.746183395385742,7.411122798919678,-109.92438507080078,-15.34154987335205,0.0
127,2,-132.48912048339844,-6.75519323348999,7.7373270988464355,-109.92587280273438,-15.334078788757324,0.120930977165699
128,2,-131.37762451171875,-6.764121055603027,7.334729194641113,-109.93489837646484,-15.296951293945312,0.4043390452861786
129,2,-130.3458709716797,-6.772410869598389,6.824567794799805,-109.9574966430664,-15.208083152770996,0.8410086035728455
130,2,-129.30282592773438,-6.780788898468018,6.786017417907715,-110.00109100341797,-15.036922454833984,1.448690414428711
131,2,-128.28919982910156,-6.788936138153076,6.993734359741211,-110.06466674804688,-14.78286361694336,2.089878559112549
132,2,-127.2901611328125,-6.7969651222229,7.258273601531982,-110.14599609375,-14.45476245880127,2.7080602645874023
133,2,-126.19992065429688,-6.805729866027832,7.557166576385498,-110.25011444091797,-14.035144805908203,2.9998939037323
134,2,-125.13042449951172,-6.814328670501709,7.6096110343933105,-110.35128784179688,-13.627528190612793,2.9998939037323
135,2,-124.0484848022461,-6.823024272918701,7.119639873504639,-110.45751953125,-13.199529647827148,2.9998939037323
136,2,-122.99989318847656,-6.831451892852783,6.605506420135498,-110.56880950927734,-12.751151084899902,2.9998939037323
137,2,-122.03467559814453,-6.839210033416748,6.576821327209473,-110.67503356933594,-12.323152542114258,2.9998939037323
138,2,-121.0509033203125,-6.8471198081970215,6.79483699798584,-110.78126525878906,-11.89515495300293,2.9998939037323
139,2,-119.98624420166016,-6.855679035186768,6.965112209320068,-110.8925552368164,-11.446775436401367,2.9998939037323
140,2,-118.9264144897461,-6.864201545715332,6.741034507751465,-111.00384521484375,-10.998396873474121,2.9998939037323
141,2,-117.973388671875,-6.893635272979736,6.300817966461182,-111.11007690429688,-10.570399284362793,2.9998939037323
142,2,-117.05512237548828,-6.960650444030762,6.298681259155273,-111.21630859375,-10.1423978805542,2.9999780654907227
143,2,-116.07135772705078,-7.043880462646484,6.530611991882324,-111.32759857177734,-9.694005966186523,2.9999780654907227
144,2,-115.04481506347656,-7.124303340911865,6.831597328186035,-111.43888092041016,-9.245613098144531,2.9999780654907227
145,2,-113.97683715820312,-7.209523677825928,7.00864839553833,-111.5501708984375,-8.797221183776855,2.9999780654907227
146,2,-112.96878051757812,-7.288846969604492,6.578648567199707,-111.65640258789062,-8.369221687316895,2.9998939037323
147,2,-111.9605941772461,-7.3887176513671875,6.492473602294922,-111.75727081298828,-8.290501594543457,0.7775532603263855
148,2,-111.01591491699219,-7.316745281219482,6.519804000854492,-111.82284545898438,-8.204082489013672,0.6181820631027222
149,2,-110.18987274169922,-7.182949066162109,6.418429374694824,-111.87071990966797,-8.13436222076416,0.8036404252052307
150,2,-109.33687591552734,-6.965317726135254,5.776383876800537,-111.91853332519531,-7.98480749130249,1.4124484062194824
151,2,-108.56149291992188,-6.791746616363525,5.165228366851807,-111.97994232177734,-7.74997615814209,2.0246729850769043
152,2,-107.88075256347656,-6.516460418701172,5.232818603515625,-112.06011199951172,-7.431526184082031,2.635730504989624
153,2,-107.20626068115234,-6.211064338684082,5.510499954223633,-112.15702819824219,-7.042001247406006,2.9320507049560547
154,2,-106.47928619384766,-5.894880294799805,5.857549667358398,-112.25552368164062,-6.645209789276123,2.918941020965576
155,2,-105.73085021972656,-5.625276565551758,5.933127403259277,-112.35343170166016,-6.250131130218506,2.90608549118042
156,2,-104.86295318603516,-5.396401882171631,6.722601890563965,-112.45075988769531,-5.85675048828125,2.893315315246582
157,2,-103.89529418945312,-5.181314468383789,7.137657642364502,-112.55233001708984,-5.445456027984619,2.8807992935180664
158,2,-102.85092163085938,-4.900263786315918,7.400293827056885,-112.65328979492188,-5.035881042480469,2.86845326423645
159,2,-101.84022521972656,-4.612659454345703,6.72186279296875,-112.74920654296875,-4.871285438537598,0.5303128361701965
160,2,-101.03937530517578,-4.3560709953308105,6.070648670196533,-112.78811645507812,-4.802675247192383,0.0
161,2,-100.35179138183594,-4.0527520179748535,5.970001220703125,-112.78811645507812,-4.802675247192383,0.0
162,2,-99.7116470336914,-3.668668508529663,6.04230260848999,-112.78811645507812,-4.802675247192383,0.0
163,2,-99.13253784179688,-3.1889941692352295,6.1518988609313965,-112.78811645507812,-4.801783084869385,0.014125277288258076
164,2,-98.6436996459961,-2.6102166175842285,6.247865676879883,-112.78811645507812,-4.798685073852539,0.0342232808470726
165,2,-98.28192901611328,-1.9428552389144897,6.307093143463135,-112.78811645507812,-4.792735576629639,0.059073302894830704
166,2,-98.07672882080078,-1.172084093093872,6.322394371032715,-112.78819274902344,-4.782748222351074,0.08981969207525253
167,2,-98.06932067871094,-0.4145858585834503,6.4235310554504395,-112.78878021240234,-4.769216060638428,0.12353169173002243
168,2,-98.2455062866211,0.33594274520874023,6.54979133605957,-112.78997039794922,-4.7511515617370605,0.1619102954864502
169,2,-98.59563446044922,1.0557692050933838,6.805439472198486,-112.79182434082031,-4.727962017059326,0.20510849356651306
170,2,-99.104248046875,1.7279043197631836,7.095024585723877,-112.79444122314453,-4.69905424118042,0.2531449794769287
171,2,-99.79280090332031,2.3664658069610596,7.411424160003662,-112.79908752441406,-4.654293060302734,0.42748790979385376
172,2,-100.6090316772461,2.915942668914795,7.602975368499756,-112.80826568603516,-4.576980113983154,0.7395809888839722
173,2,-101.53655242919922,3.377429485321045,7.314105987548828,-112.82449340820312,-4.4405035972595215,1.2131215333938599
174,2,-102.45479583740234,3.723933696746826,6.899585247039795,-112.85018157958984,-4.228382587432861,1.8210699558258057
175,2,-103.3839111328125,3.984009265899658,6.776307106018066,-112.88697052001953,-3.9300460815429688,2.442110538482666
176,2,-104.26384735107422,4.247196197509766,6.967447280883789,-112.93161010742188,-3.5669164657592773,3.0000369548797607
177,2,-105.14868927001953,4.551844596862793,6.980992794036865,-112.980224609375,-3.170884132385254,3.0000369548797607
178,3,-143.99728393554688,-6.662585735321045,1.303399920463562,-113.00150299072266,-2.9987196922302246,0.24468016624450684
179,3,-143.99728393554688,-6.662585735321045,2.469599962234497,-113.00244903564453,-2.991162061691284,0.0
180,3,-143.99728393554688,-6.662585735321045,3.6357977390289307,-113.00244903564453,-2.991162061691284,0.0
181,3,-143.99728393554688,-6.662585735321045,1.4934746026992798,-113.00244903564453,-2.991162061691284,0.0
182,3,-143.99696350097656,-6.662659168243408,0.25957122445106506,-113.00244903564453,-2.991162061691284,0.0
183,3,-143.9286346435547,-6.663352012634277,0.9979108572006226,-113.00244903564453,-2.991162061691284,0.0
184,3,-143.80474853515625,-6.664318084716797,1.0510485172271729,-113.00244903564453,-2.991162061691284,0.0
185,3,-143.67955017089844,-6.665433406829834,1.0629603862762451,-113.00244903564453,-2.991162061691284,0.0
186,3,-143.5263671875,-6.666463851928711,1.4679205417633057,-113.00244903564453,-2.991162061691284,0.0
187,3,-143.30401611328125,-6.668320655822754,2.0437002182006836,-113.00244903564453,-2.991162061691284,0.0
188,3,-143.03062438964844,-6.671080112457275,2.556060791015625,-113.00244903564453,-2.991162061691284,0.0
189,3,-142.6952362060547,-6.674838542938232,3.039034366607666,-113.00244903564453,-2.991162061691284,0.0
190,3,-142.29322814941406,-6.67846155166626,3.676732301712036,-113.00244903564453,-2.991162061691284,0.0
191,3,-141.8251953125,-6.68172550201416,4.159761428833008,-113.00244903564453,-2.991162061691284,0.0
192,3,-141.28977966308594,-6.685595512390137,4.795265197753906,-113.00244903564453,-2.991162061691284,0.0
193,3,-140.6879425048828,-6.690443992614746,5.291807651519775,-113.00244903564453,-2.991162061691284,0.0
194,3,-140.02281188964844,-6.695407390594482,5.841678142547607,-113.00244903564453,-2.991162061691284,0.0
195,3,-139.2998809814453,-6.700947284698486,6.285182476043701,-113.00244903564453,-2.991162061691284,0.0
196,3,-138.52020263671875,-6.707118511199951,6.787506103515625,-113.00244903564453,-2.991162061691284,0.0
197,3,-137.68406677246094,-6.713633060455322,7.240518093109131,-113.00244903564453,-2.991162061691284,0.0
198,3,-136.7144012451172,-6.72128963470459,7.5738043785095215,-113.00244903564453,-2.991162061691284,0.0
199,3,-135.6220245361328,-6.729978084564209,8.48768424987793,-113.00244903564453,-2.991162061691284,0.0
