scenario_id,exec_num,frame,scenario_status,ego_id,c_x,c_y,c_speed,c_steer,c_throttle,c_brake,gaze_direction,preceding_id,a_x,a_y,a_speed
0,3,4,ScenarioState.PENDING,29,753.0994262695312,-227.82931518554688,0.7839999794960022,0.0,0.0,0.0,GazeDirection.CENTER,28,354.7649841308594,-8.369999885559082,34.671051025390625
0,3,5,ScenarioState.PENDING,29,753.0994262695312,-227.82931518554688,1.1760001182556152,0.0,0.0,0.0,GazeDirection.CENTER,28,354.7649841308594,-8.369999885559082,34.671051025390625
0,3,6,ScenarioState.PENDING,29,753.0994262695312,-227.82931518554688,1.5680001974105835,0.0,0.0,0.0,GazeDirection.CENTER,28,354.7649841308594,-8.369999885559082,34.671051025390625
0,3,7,ScenarioState.PENDING,29,753.0994262695312,-227.82931518554688,1.9600002765655518,0.0,0.0,0.0,GazeDirection.CENTER,28,354.7649841308594,-8.369999885559082,34.671051025390625
0,3,8,ScenarioState.PENDING,29,753.0994262695312,-227.82931518554688,2.3520004749298096,0.0,0.0,0.0,GazeDirection.CENTER,28,354.7649841308594,-8.369999885559082,34.671051025390625
0,3,9,ScenarioState.PENDING,29,753.0994262695312,-227.82931518554688,2.744000196456909,-6.00705789111089e-06,0.75,0.0,GazeDirection.CENTER,28,354.7649841308594,-8.369999885559082,34.671051025390625
0,3,10,ScenarioState.PENDING,29,753.0994262695312,-227.82931518554688,3.1359996795654297,-6.0101383496657945e-06,0.75,0.0,GazeDirection.CENTER,28,354.7649841308594,-8.369999885559082,34.671051025390625
0,3,11,ScenarioState.PENDING,29,753.0994262695312,-227.82931518554688,3.52799916267395,-6.011678578943247e-06,0.75,0.0,GazeDirection.CENTER,28,354.7649841308594,-8.369999885559082,34.671051025390625
0,3,12,ScenarioState.PENDING,29,753.0994262695312,-227.82931518554688,3.9199986457824707,-6.0132188082206994e-06,0.75,0.0,GazeDirection.CENTER,28,354.7649841308594,-8.369999885559082,34.671051025390625
0,3,13,ScenarioState.PENDING,29,753.0994262695312,-227.82931518554688,3.58748197555542,-6.014759492245503e-06,0.75,0.0,GazeDirection.CENTER,28,354.7649841308594,-8.369999885559082,34.671051025390625
0,3,14,ScenarioState.PENDING,29,753.0994262695312,-227.82931518554688,2.7028698921203613,-6.016299721522955e-06,0.75,0.0,GazeDirection.CENTER,28,354.7649841308594,-8.369999885559082,34.671051025390625
0,3,15,ScenarioState.PENDING,29,753.0994262695312,-227.82931518554688,1.8625096082687378,-6.017839950800408e-06,0.75,0.0,GazeDirection.CENTER,28,354.7649841308594,-8.369999885559082,34.671051025390625
0,3,16,ScenarioState.PENDING,29,753.0991821289062,-227.82884216308594,0.20526859164237976,-6.01938018007786e-06,0.75,0.0,GazeDirection.CENTER,28,354.7649841308594,-8.369999885559082,34.671051025390625
0,3,17,ScenarioState.PENDING,29,753.0989379882812,-227.8255615234375,0.43009230494499207,-0.00032917410135269165,0.75,0.0,GazeDirection.CENTER,28,354.7649841308594,-8.369999885559082,34.671051025390625
0,3,18,ScenarioState.PENDING,29,753.0985107421875,-227.81063842773438,0.6803873777389526,-0.0045126681216061115,0.75,0.0,GazeDirection.CENTER,28,354.7649841308594,-8.369999885559082,34.671051025390625
0,3,19,ScenarioState.PENDING,29,753.0980224609375,-227.7854766845703,0.8948127031326294,-0.014357240870594978,0.75,0.0,GazeDirection.CENTER,28,354.7649841308594,-8.369999885559082,34.671051025390625
